objectid,parentid,Notes,title,creator,date,description,collection,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,,,,image_alt_text,object_transcript,extra
em_111,,,Large Boxed Magnets,,,,Electricity_and_Magnetism,,Storage Location H5a,,,,em_111,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_111.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_111_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_111_THUMB.jpg,,,
em_112,,,Small Boxed Magnets,,,,Electricity_and_Magnetism,,Storage Location H5a,,,,em_112,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_112.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_112_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_112_THUMB.jpg,,,
em_113,,,VOLTAMP Horseshoe Shaped Electromagnet,,,,Electricity_and_Magnetism,,Storage Location H5a,,,,em_113,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_113.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_113_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_113_THUMB.jpg,,,
em_124,,,DC Voltmeter,Whitney Electrical Instrument Co.,,0-150 Volts DC,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_124,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_124.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_124_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_124_THUMB.jpg,,,
em_125,,,AC Vacuum Tube Voltmeter,The Heath Co.,,0-10 Volts AC,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_125,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_125.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_125_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_125_THUMB.jpg,,,
em_126,,,Multimeter,Radio City Products Co.,,Model 446,Electricity_and_Magnetism,,Storage Location H6a,,,,em_126,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_126.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_126_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_126_THUMB.jpg,,,
em_127,,,Ammeter Shunt,,,,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_127,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_127.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_127_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_127_THUMB.jpg,,,
em_128,,,Voltage Reducer,,,,Electricity_and_Magnetism,,Storage Location H6a,,,,em_128,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_128.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_128_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_128_THUMB.jpg,,,
em_130,,,VoltOhm Meter,Radio Corporation of America,,"Senior Voltohmst
 
 Model WV-98C",Electricity_and_Magnetism,,Storage Location H6a,,,,em_130,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_130.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_130_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_130_THUMB.jpg,,,
em_131,,,Voltohm Meter,Radio Corporation of America,,Model WV-77E,Electricity_and_Magnetism,,Storage Location H6a,,,,em_131,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_131.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_131_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_131_THUMB.jpg,,,
em_132,,,AC Voltmeter,The Heath Co.,,0-10 Volts AC,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_132,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_132.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_132_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_132_THUMB.jpg,,,
em_135,,,DC Voltmeter,Yokogawa Electric Works,,0-150 Volts DC,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_135,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_135.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_135_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_135_THUMB.jpg,,,
em_137,,,AC/DC Voltmeter,Westinghouse Electric Corp.,1905,"0-150 Volts AC or DC
 
 Style No. 35115",Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_137,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_137.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_137_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_137_THUMB.jpg,,,
em_138,,,Millivoltmeter,Whitney Electrical Instrument Co.,,0-1500 MilliVolts DC,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_138,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_138.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_138_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_138_THUMB.jpg,,,
em_139,,,MilliVoltmeter,Weston Electric Instrument Co.,1931,"0-50 MIlliVolts
 
 Model 45",Electricity_and_Magnetism,Analog_Meters,Storage Location H2b,,,,em_139,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_139.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_139_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_139_THUMB.jpg,,,
em_140,,,Vacuum Tube Multimeter,The Heath Co.,,"VTVM
 
 Model IM-11",Electricity_and_Magnetism,,Storage Location H6a,,,,em_140,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_140.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_140_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_140_THUMB.jpg,,,
em_141,,,AC Voltmeter,General Radio Co.,,"0-2 Volts AC
 
 Type 483-A",Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_141,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_141.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_141_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_141_THUMB.jpg,,,
em_142,,,AC Voltmeter,General Radio Co.,,"0-3 Volts AC
 
 Type 486",Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_142,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_142.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_142_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_142_THUMB.jpg,,,
em_143,,,Watt-Hour Meter,Fort Wayne Electric Works,,Type K,Electricity_and_Magnetism,,Storage Location H6a,,,,em_143,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_143.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_143_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_143_THUMB.jpg,,,
em_144,,,Wavemeter,General Radio Co.,,Type 174 B,Electricity_and_Magnetism,,,,,,em_144,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_144.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_144_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_144_THUMB.jpg,,,
em_151,,,Earth Inductor,,,,Electricity_and_Magnetism,,Storage Location H2b,,,,em_151,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_151.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_151_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_151_THUMB.jpg,,,
em_153,,,Crystal Radio,,,,Electricity_and_Magnetism,,Storage Location H2a,,,,em_153,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_153.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_153_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_153_THUMB.jpg,,,
em_154,,,LRC Circuit,,,,Electricity_and_Magnetism,,Storage Location H3b,,,,em_154,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_154.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_154_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_154_THUMB.jpg,,,
em_157,,,Induction Coil,,,,Electricity_and_Magnetism,,Storage Location H3b,,,,em_157,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_157.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_157_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_157_THUMB.jpg,,,
em_158,,,Resistance Bridge,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Bridges,Storage Location B3b,,,,em_158,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_158.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_158_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_158_THUMB.jpg,,,
em_159,,,Wheatstone Bridge,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Bridges,Storage Location B3a,,,,em_159,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_159.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_159_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_159_THUMB.jpg,,,
em_160,,,Slide-Wire Resistance Box,Technology Instrument Corporation,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_160,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_160.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_160_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_160_THUMB.jpg,,,
em_161,,,Decade Resistance Box,The Muter Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_161,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_161.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_161_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_161_THUMB.jpg,,,
em_162,,,Decade Resistance Box,Winslow Engineering Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_162,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_162.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_162_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_162_THUMB.jpg,,,
em_164,,,Decade Resistance Box,Leeds and Northrup Co.,,,Electricity_and_Magnetism,,Storage Location H1a,,,,em_164,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_164.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_164_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_164_THUMB.jpg,,,
em_165,,,"Connector Block
 
 From Professor Bill Oelke",,,,Electricity_and_Magnetism,,Storage Location H3b,,,,em_165,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_165.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_165_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_165_THUMB.jpg,,,
em_166,,,Decade Resistance Box,General Radio Co.,,Type 102-J,Electricity_and_Magnetism,,Storage Location B3b,,,,em_166,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_166.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_166_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_166_THUMB.jpg,,,
em_167,,,Resistance Box,Central Scientific Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_167,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_167.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_167_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_167_THUMB.jpg,,,
em_168,,,"Resistance box, #8493",Leeds and Northrup Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_168,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_168.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_168_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_168_THUMB.jpg,,,
em_169,,,Resistance Box,James W. Queen & Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_169,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_169.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_169_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_169_THUMB.jpg,,,
em_170,,,Resistance Box,James W. Queen & Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_170,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_170.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_170_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_170_THUMB.jpg,,,
em_171,,,Wheatstone Bridge,Leeds and Northrup Co.,,Cat. No. 4725,Electricity_and_Magnetism,Bridges,Storage Location B3a,,,,em_171,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_171.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_171_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_171_THUMB.jpg,,,
em_172,,,Resistance Box,James W. Queen & Co.,1895,,Electricity_and_Magnetism,,,,,,em_172,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_172.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_172_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_172_THUMB.jpg,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d721a2a796d80cc5b2837804e022f7553fa83524.jpg
em_173,,,Resistance Box,"Edelmann & Sons, Munchen",,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_173,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_173.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_173_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_173_THUMB.jpg,,,
em_174,,,Resistance Box,General Radio Co.,,General Radio Two Dial Resistance Box #433,Electricity_and_Magnetism,,Storage Location B3b,,,,em_174,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_174.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_174_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_174_THUMB.jpg,,,
em_175,,,Resistance Box,Otto Wolff,,Made in Berlin. 3694 Int Ohm richtig bei 20 degrees C Manganin. Side plate says U of W 47 A1062.,Electricity_and_Magnetism,,Storage Location B3b,,,,em_175,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_175.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_175_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_175_THUMB.jpg,,,
em_176,,,Galvanometer,,,,Electricity_and_Magnetism,Galvanometers,In Storage Location H06b,,,,em_176,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_176.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_176_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_176_THUMB.jpg,,,
em_177,,,Electroscope,,,,Electricity_and_Magnetism,Electroscopes,,,,,em_177,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_177.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_177_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_177_THUMB.jpg,,,
em_178,,,Electroscope,,,,Electricity_and_Magnetism,Electroscopes,,,,,em_178,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_178.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_178_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_178_THUMB.jpg,,,
em_180,,,Vacuum Tube,Grinnell Students,1922,Created by Grinnell Students in 1922.,Electricity_and_Magnetism,,Storage Location B1b,,,,em_180,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_180.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_180_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_180_THUMB.jpg,,,
em_181,,Missing main photo - Only thumb available,Magnetometer,,,,Electricity_and_Magnetism,,Dead Storage Room,,,,em_181,image,image/jpg,,,,image,,,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_181_THUMB.jpg,,,
em_187,,,Unknown Bridge,,,,Electricity_and_Magnetism,Bridges,Display Case H1,,,,em_187,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_187.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_187_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_187_THUMB.jpg,,,
em_190,,,Variable Air Condenser,General Radio Co.,,Type 246-L,Electricity_and_Magnetism,,Storage Location H1a,,,,em_190,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_190.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_190_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_190_THUMB.jpg,,,
em_195,,,Oscillator rf with Two Tubes,,,,Electricity_and_Magnetism,,,,,,em_195,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_195.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_195_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_195_THUMB.jpg,,,
em_200,,,Dumont Oscillograph,Allen B. DuMont Laboratories Inc.,,Type 304A,Electricity_and_Magnetism,Oscilloscopes,Dead Storage Room,,,,em_200,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_200.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_200_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_200_THUMB.jpg,,,
em_201,,,Oscillograph,General Electric Co.,,Type PM12a6,Electricity_and_Magnetism,,,,,,em_201,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_201.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_201_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_201_THUMB.jpg,,,
em_207,,,Variable Resistor,James G. Biddle Co.,,,Electricity_and_Magnetism,,Storage Location H4a,,,,em_207,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_207.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_207_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_207_THUMB.jpg,,,
em_211,,,Variable Resistor,,,,Electricity_and_Magnetism,,Storage Location F2b,,,,em_211,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_211.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_211_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_211_THUMB.jpg,,,
em_214,,,Slide Wire Resistor,Milvay Scientific Instruments,,,Electricity_and_Magnetism,,,,,,em_214,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_214.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_214_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_214_THUMB.jpg,,,
em_215,,,Three Slide Wires on Small Square Boards,,,,Electricity_and_Magnetism,,,,,,em_215,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_215.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_215_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_215_THUMB.jpg,,,
em_216,,,Potentiometer,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Potentiometers,Storage Location H2b,,,,em_216,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_216.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_216_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_216_THUMB.jpg,,,
em_219,,,Motor,,,,Electricity_and_Magnetism,,,,,,em_219,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_219.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_219_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_219_THUMB.jpg,,,
em_220,,,Porter Electric Motor No. 7,,,,Electricity_and_Magnetism,,Display Case G1a,,,,em_220,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_220.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_220_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_220_THUMB.jpg,,,
em_221,,,Electric Motor with Wound Armature,,,,Electricity_and_Magnetism,,Display Case G1a,,,,em_221,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_221.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_221_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_221_THUMB.jpg,,,
em_223,,,Toepler-Holz Electrostatic Machine,,,Grant thought this came from Davenport.,Electricity_and_Magnetism,,Dead Storage Room,,,,em_223,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_223.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_223_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_223_THUMB.jpg,,,
em_226,,,Standard Solenoid,,,"Solenoid, constructed at Grinnell College",Electricity_and_Magnetism,,Dead Storage Room,,,,em_226,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_226.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_226_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_226_THUMB.jpg,,,
em_229,,,Variable Inductor,General Radio Co.,,,Electricity_and_Magnetism,,Display Case B5,,,,em_229,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_229.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_229_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_229_THUMB.jpg,,,
em_230,,,Variable Air Condensor,General Radio Co.,,,Electricity_and_Magnetism,,Display Case B5,,,,em_230,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_230.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_230_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_230_THUMB.jpg,,,
em_231,,,Receiver and Amplifier,Westinghouse Electric Corp.,,Type RA and Type DA,Electricity_and_Magnetism,,Storage Location H1a,,,,em_231,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_231.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_231_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_231_THUMB.jpg,,,
em_232,,,Support Static Discharge Demos,,,,Electricity_and_Magnetism,,,,,,em_232,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_232.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_232_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_232_THUMB.jpg,,,
em_233,,,Insulated Stand,,,,Electricity_and_Magnetism,,,,,,em_233,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_233.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_233_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_233_THUMB.jpg,,,
em_234,,,AC Voltmeter,W.M. Welch Scientific Co.,,"Analog Voltmeter 0-150 Volts DC
 
 Cat.No. 3064 G",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_234,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_234.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_234_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_234_THUMB.jpg,,,
em_235,,,DC Voltmeter,W.M. Welch Scientific Co.,,"0-150 Volts
 
 Cracked glass
 
 Cat.No. 3057N",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_235,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_235.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_235_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_235_THUMB.jpg,,,
em_236,,,DC Voltmeter,W.M. Welch Scientific Co.,,"Analog Voltmeter 0-150 Volts DC
 
 Cat. No. 3062 T",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_236,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_236.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_236_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_236_THUMB.jpg,,,
em_237,,,DC Ammeter,W.M. Welch Scientific Co.,,"0 - 10 Amperes DC, 
 
 Cat. No. 3057S",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_237,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/em_237.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_237_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/em_237_THUMB.jpg,,,
