objectid,parentid,title,creator,date,description,collection,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,extra
em_124,,DC Voltmeter,Whitney Electrical Instrument Co.,,0-150 Volts DC,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_124,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_124.jpg,https://dgobjects.blob.core.windows.net/smalls/em_124.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_124.jpg,,,
em_125,,AC Vacuum Tube Voltmeter,The Heath Co.,,0-10 Volts AC,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_125,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_125.jpg,https://dgobjects.blob.core.windows.net/smalls/em_125.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_125.jpg,,,
em_126,,Multimeter,Radio City Products Co.,,Model 446,Electricity_and_Magnetism,,Storage Location H6a,,,,em_126,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_126.jpg,https://dgobjects.blob.core.windows.net/smalls/em_126.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_126.jpg,,,
em_127,,Ammeter Shunt,,,,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_127,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_127.jpg,https://dgobjects.blob.core.windows.net/smalls/em_127.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_127.jpg,,,
em_128,,Voltage Reducer,,,,Electricity_and_Magnetism,,Storage Location H6a,,,,em_128,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_128.jpg,https://dgobjects.blob.core.windows.net/smalls/em_128.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_128.jpg,,,
em_130,,VoltOhm Meter,Radio Corporation of America,,"Senior Voltohmst
 
 Model WV-98C",Electricity_and_Magnetism,,Storage Location H6a,,,,em_130,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_130.jpg,https://dgobjects.blob.core.windows.net/smalls/em_130.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_130.jpg,,,
em_131,,Voltohm Meter,Radio Corporation of America,,Model WV-77E,Electricity_and_Magnetism,,Storage Location H6a,,,,em_131,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_131.jpg,https://dgobjects.blob.core.windows.net/smalls/em_131.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_131.jpg,,,
em_132,,AC Voltmeter,The Heath Co.,,0-10 Volts AC,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_132,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_132.jpg,https://dgobjects.blob.core.windows.net/smalls/em_132.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_132.jpg,,,
em_135,,DC Voltmeter,Yokogawa Electric Works,,0-150 Volts DC,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_135,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_135.jpg,https://dgobjects.blob.core.windows.net/smalls/em_135.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_135.jpg,,,
em_137,,AC/DC Voltmeter,Westinghouse Electric Corp.,1905,"0-150 Volts AC or DC
 
 Style No. 35115",Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_137,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_137.jpg,https://dgobjects.blob.core.windows.net/smalls/em_137.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_137.jpg,,,
em_138,,Millivoltmeter,Whitney Electrical Instrument Co.,,0-1500 MilliVolts DC,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_138,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_138.jpg,https://dgobjects.blob.core.windows.net/smalls/em_138.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_138.jpg,,,
em_139,,MilliVoltmeter,Weston Electric Instrument Co.,1931,"0-50 MIlliVolts
 
 Model 45",Electricity_and_Magnetism,Analog_Meters,Storage Location H2b,,,,em_139,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_139.jpg,https://dgobjects.blob.core.windows.net/smalls/em_139.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_139.jpg,,,
em_140,,Vacuum Tube Multimeter,The Heath Co.,,"VTVM
 
 Model IM-11",Electricity_and_Magnetism,,Storage Location H6a,,,,em_140,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_140.jpg,https://dgobjects.blob.core.windows.net/smalls/em_140.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_140.jpg,,,
em_141,,AC Voltmeter,General Radio Co.,,"0-2 Volts AC
 
 Type 483-A",Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_141,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_141.jpg,https://dgobjects.blob.core.windows.net/smalls/em_141.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_141.jpg,,,
em_142,,AC Voltmeter,General Radio Co.,,"0-3 Volts AC
 
 Type 486",Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_142,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_142.jpg,https://dgobjects.blob.core.windows.net/smalls/em_142.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_142.jpg,,,
em_143,,Watt-Hour Meter,Fort Wayne Electric Works,,Type K,Electricity_and_Magnetism,,Storage Location H6a,,,,em_143,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_143.jpg,https://dgobjects.blob.core.windows.net/smalls/em_143.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_143.jpg,,,
em_144,,Wavemeter,General Radio Co.,,Type 174 B,Electricity_and_Magnetism,,,,,,em_144,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_144.jpg,https://dgobjects.blob.core.windows.net/smalls/em_144.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_144.jpg,,,
em_151,,Earth Inductor,,,,Electricity_and_Magnetism,,Storage Location H2b,,,,em_151,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_151.jpg,https://dgobjects.blob.core.windows.net/smalls/em_151.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_151.jpg,,,
em_153,,Crystal Radio,,,,Electricity_and_Magnetism,,Storage Location H2a,,,,em_153,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_153.jpg,https://dgobjects.blob.core.windows.net/smalls/em_153.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_153.jpg,,,
em_154,,LRC Circuit,,,,Electricity_and_Magnetism,,Storage Location H3b,,,,em_154,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_154.jpg,https://dgobjects.blob.core.windows.net/smalls/em_154.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_154.jpg,,,
em_157,,Induction Coil,,,,Electricity_and_Magnetism,,Storage Location H3b,,,,em_157,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_157.jpg,https://dgobjects.blob.core.windows.net/smalls/em_157.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_157.jpg,,,
em_158,,Resistance Bridge,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Bridges,Storage Location B3b,,,,em_158,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_158.jpg,https://dgobjects.blob.core.windows.net/smalls/em_158.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_158.jpg,,,
em_159,,Wheatstone Bridge,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Bridges,Storage Location B3a,,,,em_159,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_159.jpg,https://dgobjects.blob.core.windows.net/smalls/em_159.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_159.jpg,,,
em_160,,Slide-Wire Resistance Box,Technology Instrument Corporation,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_160,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_160.jpg,https://dgobjects.blob.core.windows.net/smalls/em_160.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_160.jpg,,,
em_161,,Decade Resistance Box,The Muter Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_161,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_161.jpg,https://dgobjects.blob.core.windows.net/smalls/em_161.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_161.jpg,,,
em_162,,Decade Resistance Box,Winslow Engineering Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_162,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_162.jpg,https://dgobjects.blob.core.windows.net/smalls/em_162.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_162.jpg,,,
em_164,,Decade Resistance Box,Leeds and Northrup Co.,,,Electricity_and_Magnetism,,Storage Location H1a,,,,em_164,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_164.jpg,https://dgobjects.blob.core.windows.net/smalls/em_164.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_164.jpg,,,
em_165,,"Connector Block
 
 From Professor Bill Oelke",,,,Electricity_and_Magnetism,,Storage Location H3b,,,,em_165,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_165.jpg,https://dgobjects.blob.core.windows.net/smalls/em_165.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_165.jpg,,,
em_166,,Decade Resistance Box,General Radio Co.,,Type 102-J,Electricity_and_Magnetism,,Storage Location B3b,,,,em_166,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_166.jpg,https://dgobjects.blob.core.windows.net/smalls/em_166.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_166.jpg,,,
em_167,,Resistance Box,Central Scientific Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_167,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_167.jpg,https://dgobjects.blob.core.windows.net/smalls/em_167.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_167.jpg,,,
em_168,,"Resistance box, #8493",Leeds and Northrup Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_168,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_168.jpg,https://dgobjects.blob.core.windows.net/smalls/em_168.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_168.jpg,,,
em_169,,Resistance Box,James W. Queen & Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_169,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_169.jpg,https://dgobjects.blob.core.windows.net/smalls/em_169.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_169.jpg,,,
em_170,,Resistance Box,James W. Queen & Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_170,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_170.jpg,https://dgobjects.blob.core.windows.net/smalls/em_170.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_170.jpg,,,
em_171,,Wheatstone Bridge,Leeds and Northrup Co.,,Cat. No. 4725,Electricity_and_Magnetism,Bridges,Storage Location B3a,,,,em_171,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_171.jpg,https://dgobjects.blob.core.windows.net/smalls/em_171.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_171.jpg,,,
em_172,,Resistance Box,James W. Queen & Co.,1895,,Electricity_and_Magnetism,,,,,,em_172,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_172.jpg,https://dgobjects.blob.core.windows.net/smalls/em_172.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_172.jpg,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d721a2a796d80cc5b2837804e022f7553fa83524.jpg
em_173,,Resistance Box,"Edelmann & Sons, Munchen",,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_173,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_173.jpg,https://dgobjects.blob.core.windows.net/smalls/em_173.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_173.jpg,,,
em_174,,Resistance Box,General Radio Co.,,General Radio Two Dial Resistance Box #433,Electricity_and_Magnetism,,Storage Location B3b,,,,em_174,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_174.jpg,https://dgobjects.blob.core.windows.net/smalls/em_174.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_174.jpg,,,
em_175,,Resistance Box,Otto Wolff,,Made in Berlin. 3694 Int Ohm richtig bei 20 degrees C Manganin. Side plate says U of W 47 A1062.,Electricity_and_Magnetism,,Storage Location B3b,,,,em_175,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_175.jpg,https://dgobjects.blob.core.windows.net/smalls/em_175.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_175.jpg,,,
em_176,,Galvanometer,,,,Electricity_and_Magnetism,Galvanometers,In Storage Location H06b,,,,em_176,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_176.jpg,https://dgobjects.blob.core.windows.net/smalls/em_176.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_176.jpg,,,
em_177,,Electroscope,,,,Electricity_and_Magnetism,Electroscopes,,,,,em_177,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_177.jpg,https://dgobjects.blob.core.windows.net/smalls/em_177.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_177.jpg,,,
em_178,,Electroscope,,,,Electricity_and_Magnetism,Electroscopes,,,,,em_178,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_178.jpg,https://dgobjects.blob.core.windows.net/smalls/em_178.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_178.jpg,,,
em_180,,Vacuum Tube,Grinnell Students,1922,Created by Grinnell Students in 1922.,Electricity_and_Magnetism,,Storage Location B1b,,,,em_180,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_180.jpg,https://dgobjects.blob.core.windows.net/smalls/em_180.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_180.jpg,,,
em_181,,Magnetometer,,,,Electricity_and_Magnetism,,Dead Storage Room,,,,em_181,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_181.jpg,https://dgobjects.blob.core.windows.net/smalls/em_181.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_181.jpg,,,
em_187,,Unknown Bridge,,,,Electricity_and_Magnetism,Bridges,Display Case H1,,,,em_187,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_187.jpg,https://dgobjects.blob.core.windows.net/smalls/em_187.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_187.jpg,,,
em_190,,Variable Air Condenser,General Radio Co.,,Type 246-L,Electricity_and_Magnetism,,Storage Location H1a,,,,em_190,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_190.jpg,https://dgobjects.blob.core.windows.net/smalls/em_190.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_190.jpg,,,
em_195,,Oscillator rf with Two Tubes,,,,Electricity_and_Magnetism,,,,,,em_195,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_195.jpg,https://dgobjects.blob.core.windows.net/smalls/em_195.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_195.jpg,,,
em_200,,Dumont Oscillograph,Allen B. DuMont Laboratories Inc.,,Type 304A,Electricity_and_Magnetism,Oscilloscopes,Dead Storage Room,,,,em_200,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_200.jpg,https://dgobjects.blob.core.windows.net/smalls/em_200.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_200.jpg,,,
em_201,,Oscillograph,General Electric Co.,,Type PM12a6,Electricity_and_Magnetism,,,,,,em_201,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_201.jpg,https://dgobjects.blob.core.windows.net/smalls/em_201.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_201.jpg,,,
em_207,,Variable Resistor,James G. Biddle Co.,,,Electricity_and_Magnetism,,Storage Location H4a,,,,em_207,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_207.jpg,https://dgobjects.blob.core.windows.net/smalls/em_207.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_207.jpg,,,
em_211,,Variable Resistor,,,,Electricity_and_Magnetism,,Storage Location F2b,,,,em_211,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_211.jpg,https://dgobjects.blob.core.windows.net/smalls/em_211.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_211.jpg,,,
em_214,,Slide Wire Resistor,Milvay Scientific Instruments,,,Electricity_and_Magnetism,,,,,,em_214,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_214.jpg,https://dgobjects.blob.core.windows.net/smalls/em_214.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_214.jpg,,,
em_215,,Three Slide Wires on Small Square Boards,,,,Electricity_and_Magnetism,,,,,,em_215,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_215.jpg,https://dgobjects.blob.core.windows.net/smalls/em_215.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_215.jpg,,,
em_216,,Potentiometer,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Potentiometers,Storage Location H2b,,,,em_216,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_216.jpg,https://dgobjects.blob.core.windows.net/smalls/em_216.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_216.jpg,,,
em_219,,Motor,,,,Electricity_and_Magnetism,,,,,,em_219,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_219.jpg,https://dgobjects.blob.core.windows.net/smalls/em_219.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_219.jpg,,,
em_220,,Porter Electric Motor No. 7,,,,Electricity_and_Magnetism,,Display Case G1a,,,,em_220,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_220.jpg,https://dgobjects.blob.core.windows.net/smalls/em_220.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_220.jpg,,,
em_221,,Electric Motor with Wound Armature,,,,Electricity_and_Magnetism,,Display Case G1a,,,,em_221,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_221.jpg,https://dgobjects.blob.core.windows.net/smalls/em_221.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_221.jpg,,,
em_223,,Toepler-Holz Electrostatic Machine,,,Grant thought this came from Davenport.,Electricity_and_Magnetism,,Dead Storage Room,,,,em_223,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_223.jpg,https://dgobjects.blob.core.windows.net/smalls/em_223.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_223.jpg,,,
em_226,,Standard Solenoid,,,"Solenoid, constructed at Grinnell College",Electricity_and_Magnetism,,Dead Storage Room,,,,em_226,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_226.jpg,https://dgobjects.blob.core.windows.net/smalls/em_226.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_226.jpg,,,
em_229,,Variable Inductor,General Radio Co.,,,Electricity_and_Magnetism,,Display Case B5,,,,em_229,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_229.jpg,https://dgobjects.blob.core.windows.net/smalls/em_229.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_229.jpg,,,
em_230,,Variable Air Condensor,General Radio Co.,,,Electricity_and_Magnetism,,Display Case B5,,,,em_230,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_230.jpg,https://dgobjects.blob.core.windows.net/smalls/em_230.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_230.jpg,,,
em_231,,Receiver and Amplifier,Westinghouse Electric Corp.,,Type RA and Type DA,Electricity_and_Magnetism,,Storage Location H1a,,,,em_231,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_231.jpg,https://dgobjects.blob.core.windows.net/smalls/em_231.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_231.jpg,,,
em_232,,Support Static Discharge Demos,,,,Electricity_and_Magnetism,,,,,,em_232,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_232.jpg,https://dgobjects.blob.core.windows.net/smalls/em_232.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_232.jpg,,,
em_233,,Insulated Stand,,,,Electricity_and_Magnetism,,,,,,em_233,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_233.jpg,https://dgobjects.blob.core.windows.net/smalls/em_233.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_233.jpg,,,
em_234,,AC Voltmeter,W.M. Welch Scientific Co.,,"Analog Voltmeter 0-150 Volts DC
 
 Cat.No. 3064 G",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_234,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_234.jpg,https://dgobjects.blob.core.windows.net/smalls/em_234.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_234.jpg,,,
em_235,,DC Voltmeter,W.M. Welch Scientific Co.,,"0-150 Volts
 
 Cracked glass
 
 Cat.No. 3057N",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_235,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_235.jpg,https://dgobjects.blob.core.windows.net/smalls/em_235.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_235.jpg,,,
em_236,,DC Voltmeter,W.M. Welch Scientific Co.,,"Analog Voltmeter 0-150 Volts DC
 
 Cat. No. 3062 T",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_236,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_236.jpg,https://dgobjects.blob.core.windows.net/smalls/em_236.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_236.jpg,,,
em_237,,DC Ammeter,W.M. Welch Scientific Co.,,"0 - 10 Amperes DC, 
 
 Cat. No. 3057S",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_237,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_237.jpg,https://dgobjects.blob.core.windows.net/smalls/em_237.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_237.jpg,,,
em_238,,DC Voltmeter,W.M. Welch Scientific Co.,,"Analog Voltmeter 0-7.5 Volts DC
 
 Cat. No. 3057 K",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_238,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_238.jpg,https://dgobjects.blob.core.windows.net/smalls/em_238.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_238.jpg,,,
em_239,,DC Voltmeter,W.M. Welch Scientific Co.,,"Analog Voltmeter 0-7.5 Volts DC
 
 Catalog No. 3057K",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_239,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_239.jpg,https://dgobjects.blob.core.windows.net/smalls/em_239.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_239.jpg,,,
em_240,,DC Ammeter,Weston Electrical Instrument Co.,,"Analog Ammeter 0-5 Amperes DC
 
 Model 280",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_240,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_240.jpg,https://dgobjects.blob.core.windows.net/smalls/em_240.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_240.jpg,,,
em_241,,DC Ammeter,Weston Electrical Instrument Co.,,"Analog Ammeter 0-30 Amperes DC
 
 model 280",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_241,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_241.jpg,https://dgobjects.blob.core.windows.net/smalls/em_241.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_241.jpg,,,
em_242,,DC Voltmeter,Weston Electric Instrument Co.,,"0-26 Volts DC
 
 Model 280",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_242,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_242.jpg,https://dgobjects.blob.core.windows.net/smalls/em_242.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_242.jpg,,,
em_243,,DC Voltmeter,Weston Electric Instrument Co.,,"0-30 Volts DC
 
 Model 280",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_243,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_243.jpg,https://dgobjects.blob.core.windows.net/smalls/em_243.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_243.jpg,,,
em_245,,DC Voltmeter,Weston Electric Instrument Co.,,"0-30 Volts DC
 
 Model 280",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_245,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_245.jpg,https://dgobjects.blob.core.windows.net/smalls/em_245.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_245.jpg,,,
em_246,,DC Ammeter,Weston Electric Instrument Co.,,"0-10 Amperes DC
 
 Model 280",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_246,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_246.jpg,https://dgobjects.blob.core.windows.net/smalls/em_246.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_246.jpg,,,
em_248,,Watt Hour / Ammeter,Keystone Laboratories,,kilowatt hour scale and ammeter scale,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_248,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_248.jpg,https://dgobjects.blob.core.windows.net/smalls/em_248.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_248.jpg,,,
em_249,,AC Ammeter,Triplett Electrical Instrument Co.,,"0-3 Amperes AC
 
 Model 735",Electricity_and_Magnetism,Analog_Meters,Storage Location B3a,,,,em_249,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_249.jpg,https://dgobjects.blob.core.windows.net/smalls/em_249.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_249.jpg,,,
em_250,,DC MilliVoltmeter with Case,Weston Electrical Instrument Co.,1960,"0-100 Millivolts DC
 
 Model 1",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_250,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_250.jpg,https://dgobjects.blob.core.windows.net/smalls/em_250.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_250.jpg,,,
em_251,,DC Voltmeter with Case,Weston Electrical Instrument Co.,,0-150 Volts DC,Electricity_and_Magnetism,Analog_Meters,,,,,em_251,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_251.jpg,https://dgobjects.blob.core.windows.net/smalls/em_251.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_251.jpg,,,
